index,budget,genres,id,original_language,original_title,popularity,production_companies,release_date,revenue,runtime,status,title,vote_average,cast,director
2014,25000000,Horror Thriller,3021,en,1408,35.169779,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Dimension Films"", ""id"": 7405}]",2007-07-12,94679598,104.0,Released,1408,6.5,John Cusack Samuel L. Jackson Mary McCormack Jasmine Jessica Anthony Tony Shalhoub,Mikael H\u00e5fstr\u00f6m
2015,22700000,Comedy Science Fiction,957,en,Spaceballs,39.890798,"[{""name"": ""Brooksfilms Ltd."", ""id"": 617}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1987-06-24,38119483,96.0,Released,Spaceballs,6.7,Mel Brooks Rick Moranis Bill Pullman Daphne Zuniga John Candy,Mel Brooks
2016,22500000,War Drama,256917,en,The Water Diviner,22.096286,"[{""name"": ""Hopscotch Features"", ""id"": 21079}, {""name"": ""Fear of God Films"", ""id"": 40309}]",2014-12-25,15520023,112.0,Released,The Water Diviner,6.8,Russell Crowe Olga Kurylenko Y\u0131lmaz Erdo\u011fan Cem Y\u0131lmaz Jai Courtney,Russell Crowe
2017,22000000,Fantasy Drama Thriller Mystery Romance,251,en,Ghost,41.967005,"[{""name"": ""Paramount Pictures"", ""id"": 4}]",1990-07-12,505000000,127.0,Released,Ghost,6.9,Patrick Swayze Demi Moore Whoopi Goldberg Tony Goldwyn Vincent Schiavelli,Jerry Zucker
2018,23000000,Romance Comedy,544,en,There's Something About Mary,57.110486,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]",1998-07-15,369884651,119.0,Released,There's Something About Mary,6.5,Cameron Diaz Ben Stiller Matt Dillon Lee Evans Chris Elliott,Bobby Farrelly
2019,22000000,Fantasy Drama Comedy Family,11395,en,The Santa Clause,16.234053,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Hollywood Pictures"", ""id"": 915}]",1994-11-10,189833357,97.0,Released,The Santa Clause,6.3,Tim Allen Judge Reinhold Wendy Crewson David Krumholtz Peter Boyle,John Pasquin
2020,20000000,Drama Family,14635,en,The Rookie,11.263361,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Gran Via Productions"", ""id"": 2605}, {""name"": ""98 MPH Productions"", ""id"": 2939}]",2002-03-25,75597042,127.0,Released,The Rookie,6.5,Dennis Quaid Rachel Griffiths Beth Grant Angus T. Jones Brian Cox,John Lee Hancock
2021,22000000,Comedy Family,13680,en,The Game Plan,20.699212,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Mayhem Pictures"", ""id"": 22881}, {""name"": ""Monkey Dance Productions"", ""id"": 80510}]",2007-09-28,147880543,110.0,Released,The Game Plan,6.0,Dwayne Johnson Madison Pettis Kyra Sedgwick Roselyn S\u00e1nchez Morris Chestnut,Andy Fickman
2022,24000000,Drama Romance,688,en,The Bridges of Madison County,17.606087,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]",1995-05-28,182016617,135.0,Released,The Bridges of Madison County,7.3,Meryl Streep Clint Eastwood Annie Corley Victor Slezak Jim Haynie,Clint Eastwood
2023,22000000,Action Comedy,11090,en,The Animal,13.786075,"[{""name"": ""Revolution Studios"", ""id"": 497}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]",2001-06-01,84772742,84.0,Released,The Animal,4.6,Rob Schneider Colleen Haskell John C. McGinley Ed Asner Guy Torry,Luke Greenfield
2024,22000000,Drama History,783,en,Gandhi,35.227212,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""Indo-British"", ""id"": 501}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""National Film Development Corporation of India"", ""id"": 503}, {""name"": ""Carolina Bank"", ""id"": 504}]",1982-11-30,77737889,191.0,Released,Gandhi,7.4,Ben Kingsley Candice Bergen Edward Fox John Gielgud Trevor Howard,Richard Attenborough
2025,22000000,Drama,228194,en,The Hundred-Foot Journey,27.898438,"[{""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Harpo Films"", ""id"": 3298}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Imagenation Abu Dhabi FZ"", ""id"": 6736}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""DreamWorks Studios"", ""id"": 31893}]",2014-08-06,88880821,122.0,Released,The Hundred-Foot Journey,7.3,Helen Mirren Manish Dayal Om Puri Charlotte Le Bon Rohan Chand,Lasse Hallstr\u00f6m
2026,22000000,Crime Drama Mystery Thriller Action,1642,en,The Net,23.218144,"[{""name"": ""Columbia Pictures"", ""id"": 5}]",1995-07-28,110627965,114.0,Released,The Net,5.6,Sandra Bullock Jeremy Northam Dennis Miller Wendy Gazelle Ken Howard,Irwin Winkler
2027,22000000,Drama,10950,en,I Am Sam,26.071644,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2001-12-28,92542418,132.0,Released,I Am Sam,7.2,Sean Penn Michelle Pfeiffer Dianne Wiest Dakota Fanning Richard Schiff,Jessie Nelson
2028,22000000,Drama,235260,en,Son of God,9.175762,"[{""name"": ""Hearst Entertainment Productions"", ""id"": 7483}, {""name"": ""LightWorkers Media"", ""id"": 23920}]",2014-02-28,67800064,138.0,Released,Son of God,5.9,Roma Downey Diogo Morgado Louise Delamere Darwin Shaw Amber Rose Revah,Christopher Spencer
2029,22000000,Fantasy Action Thriller,277,en,Underworld,81.829237,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Laurinfilm"", ""id"": 7733}, {""name"": ""Subterranean Productions LLC"", ""id"": 7734}, {""name"": ""Subterranean Productions UK Ltd."", ""id"": 7735}, {""name"": ""Underworld Produktions GmbH"", ""id"": 7736}]",2003-09-19,95708457,121.0,Released,Underworld,6.6,Kate Beckinsale Scott Speedman Michael Sheen Shane Brolly Bill Nighy,Len Wiseman
2030,22000000,Drama Thriller,8999,en,Derailed,17.7091,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Patalex V Productions Limited"", ""id"": 23635}]",2005-11-11,57479076,108.0,Released,Derailed,6.1,Clive Owen Jennifer Aniston Vincent Cassel Melissa George Addison Timlin,Mikael H\u00e5fstr\u00f6m
2031,22000000,Drama Comedy Crime,11323,en,The Informant!,17.772517999999994,"[{""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Groundswell Productions"", ""id"": 4205}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Jaffe / Braunstein Enterprise"", ""id"": 6822}]",2009-09-18,35424826,108.0,Released,The Informant!,6.0,Matt Damon Scott Bakula Joel McHale Melanie Lynskey Ann Dowd,Steven Soderbergh
2032,22000000,Drama Romance,10445,en,Shadowlands,5.6097550000000025,"[{""name"": ""Shadowlands Productions"", ""id"": 5553}, {""name"": ""Savoy Pictures"", ""id"": 11308}]",1993-12-25,0,131.0,Released,Shadowlands,6.8,Anthony Hopkins Debra Winger John Wood Julian Fellowes Roddy Maude-Roxby,Richard Attenborough
2033,22000000,Comedy,11453,en,Deuce Bigalow: European Gigolo,10.259461,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Out of the Blue... Entertainment"", ""id"": 879}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]",2005-08-06,22400154,83.0,Released,Deuce Bigalow: European Gigolo,4.7,Rob Schneider Eddie Griffin Jeroen Krabb\u00e9 Til Schweiger Hanna Verboom,Mike Bigelow
2034,26000000,Comedy,146239,en,Delivery Man,30.114383,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2013-10-10,51164106,105.0,Released,Delivery Man,6.2,Vince Vaughn Cobie Smulders Chris Pratt Britt Robertson Jack Reynor,Ken Scott
2036,22000000,Comedy Crime Romance,10878,en,Saving Silverman,12.887673,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",2001-02-09,19351569,90.0,Released,Saving Silverman,5.4,Jason Biggs Steve Zahn Jack Black Amanda Peet Amanda Detmer,Dennis Dugan
2037,22000000,Comedy Family,82650,en,Diary of a Wimpy Kid: Dog Days,13.410919,"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}]",2012-08-02,77112176,94.0,Released,Diary of a Wimpy Kid: Dog Days,6.0,Zachary Gordon Robert Capron Devon Bostick Rachael Harris Steve Zahn,David Bowers
2039,22000000,Comedy,2294,en,Jay and Silent Bob Strike Back,21.865021,"[{""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""View Askew Productions"", ""id"": 16934}, {""name"": ""Miramax"", ""id"": 53009}]",2001-08-22,33788161,104.0,Released,Jay and Silent Bob Strike Back,6.4,Kevin Smith Jason Mewes Ben Affleck Jeff Anderson Brian O'Halloran,Kevin Smith
2040,30000000,Drama Thriller,2176,en,The Glass House,9.448517,"[{""name"": ""Original Film"", ""id"": 333}]",2001-09-14,23619609,106.0,Released,The Glass House,5.4,Leelee Sobieski Diane Lane Stellan Skarsg\u00e5rd Bruce Dern Kathy Baker,Daniel Sackheim
2041,22000000,Comedy Drama Mystery,270487,en,"Hail, Caesar!",39.006187,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Mike Zoss Productions"", ""id"": 2092}, {""name"": ""Working Title Films"", ""id"": 10163}]",2016-02-05,63647656,106.0,Released,"Hail, Caesar!",5.7,Josh Brolin George Clooney Alden Ehrenreich Ralph Fiennes Scarlett Johansson,Joel Coen
2042,22000000,Comedy Music,19366,en,Josie and the Pussycats,6.404571,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Marc Platt Productions"", ""id"": 2527}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Riverdale Productions"", ""id"": 24851}]",2001-04-06,0,98.0,Released,Josie and the Pussycats,5.3,Rachael Leigh Cook Rosario Dawson Tara Reid Gabriel Mann Alan Cumming,Deborah Kaplan
2043,22000000,Action Thriller,204082,en,Homefront,35.737655,"[{""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Open Road Films"", ""id"": 10427}]",2013-11-27,43058898,100.0,Released,Homefront,6.4,Jason Statham James Franco Izabela Vidovic Winona Ryder Rachelle Lefevre,Gary Fleder
2044,22000000,Family Horror,24100,en,The Little Vampire,4.365196,"[{""name"": ""New Line Cinema"", ""id"": 12}]",2000-10-27,13555988,95.0,Released,The Little Vampire,6.1,Richard E. Grant Jonathan Lipnicki Jim Carter Alice Krige Pamela Gidley,Uli Edel
2045,22000000,Comedy Romance,1599,en,I Heart Huckabees,14.925633,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Qwerty Films"", ""id"": 892}, {""name"": ""N1 European Film Produktions GmbH & Co. KG"", ""id"": 8874}, {""name"": ""Kanzeon"", ""id"": 23488}, {""name"": ""Huckabee's"", ""id"": 23489}]",2004-09-10,0,106.0,Released,I Heart Huckabees,6.2,Jason Schwartzman Dustin Hoffman Lily Tomlin Jude Law Mark Wahlberg,David O. Russell
2046,22000000,Action Adventure Crime Science Fiction Thriller,5550,en,RoboCop 3,14.725467000000002,"[{""name"": ""Orion Pictures"", ""id"": 41}]",1993-04-17,10696210,104.0,Released,RoboCop 3,4.2,Robert John Burke Nancy Allen Mario Machado Jodi Long John Posey,Fred Dekker
2049,70000000,Comedy Family Romance,17709,en,Dudley Do-Right,8.792053999999998,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Joseph M. Singer Entertainment"", ""id"": 1301}, {""name"": ""Davis Entertainment"", ""id"": 1302}]",1999-08-27,0,77.0,Released,Dudley Do-Right,3.8,Brendan Fraser Sarah Jessica Parker Alfred Molina Eric Idle Robert Prosky,Hugh Wilson
2050,25000000,Thriller Action Crime,287948,en,The Transporter Refueled,25.002715,"[{""name"": ""EuropaCorp"", ""id"": 6896}]",2015-09-03,72629670,96.0,Released,The Transporter Refueled,5.2,Ed Skrein Ray Stevenson Loan Chabanol Gabriella Wright Tatjana Pajkovi\u0107,Camille Delamarre
2052,21000000,Drama Thriller War,9075,nl,Zwartboek,13.906610999999998,"[{""name"": ""CoBo Fund"", ""id"": 234}, {""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Motel Films"", ""id"": 865}, {""name"": ""Motion Investment Group"", ""id"": 1991}, {""name"": ""Egoli Tossell Film AG"", ""id"": 2254}, {""name"": ""Filmf\u00f6rderungsanstalt (FFA)"", ""id"": 4247}, {""name"": ""Nederlands Fonds voor de Film"", ""id"": 4508}, {""name"": ""Medienboard Berlin-Brandenburg"", ""id"": 7307}, {""name"": ""uFilm"", ""id"": 8676}, {""name"": ""Le Tax Shelter du Gouvernement F\u00e9d\u00e9ral de Belgique"", ""id"": 11921}, {""name"": ""Fu Works"", ""id"": 12046}, {""name"": ""Hector BV"", ""id"": 16618}, {""name"": ""Media Programme of the European Community"", ""id"": 21972}, {""name"": ""Euroimages Fund of the Council of Europe"", ""id"": 23192}, {""name"": ""VIP 4 Medienfonds"", ""id"": 23238}, {""name"": ""ContentFilm International"", ""id"": 25487}, {""name"": ""Clockwork Pictures"", ""id"": 25488}]",2006-09-01,26193068,145.0,Released,Black Book,7.2,Carice van Houten Sebastian Koch Thom Hoffman Halina Reijn Waldemar Kobus,Paul Verhoeven
2053,22000000,Romance Drama History War Music,11661,fr,Joyeux Noël,13.960945,"[{""name"": ""Senator Film Produktion"", ""id"": 191}, {""name"": ""Media Pro Pictures"", ""id"": 3244}, {""name"": ""TF1 Films Production"", ""id"": 3823}, {""name"": ""Nord-Ouest Productions"", ""id"": 4176}, {""name"": ""The Bureau"", ""id"": 10441}, {""name"": ""Art\u00e9mis Productions"", ""id"": 11773}, {""name"": ""Les Productions de la Gu\u00e9ville"", ""id"": 17873}]",2005-11-09,17709155,116.0,Released,Joyeux Noël,7.2,Diane Kruger Natalie Dessay Benno F\u00fcrmann Guillaume Canet Gary Lewis,Christian Carion
2054,2000000,Action Comedy Romance,109513,en,Hit & Run,16.668854,"[{""name"": ""Primate Pictures"", ""id"": 10424}, {""name"": ""Kim and Jim Productions"", ""id"": 10425}, {""name"": ""Panay Films"", ""id"": 10426}, {""name"": ""Exclusive Media Group"", ""id"": 11448}]",2012-08-22,14400000,100.0,Released,Hit & Run,5.5,Kristen Bell Dax Shepard Tom Arnold Kristin Chenoweth Michael Rosenbaum,Dax Shepard
2056,22000000,Mystery Thriller,204922,en,Before I Go to Sleep,48.784734,"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Film i V\u00e4st"", ""id"": 17513}, {""name"": ""Filmgate Films"", ""id"": 18230}, {""name"": ""Clarius Entertainment"", ""id"": 36991}]",2014-09-03,15447154,92.0,Released,Before I Go to Sleep,6.2,Nicole Kidman Colin Firth Mark Strong Anne-Marie Duff Jing Lusi,Rowan Joffe
2057,22000000,Action Thriller Adventure,38985,en,Sorcerer,9.088209,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Film Properties International N.V."", ""id"": 10956}]",1977-06-24,12000000,121.0,Released,Sorcerer,7.4,Roy Scheider Bruno Cremer Francisco Rabal Amidou Ramon Bieri,William Friedkin
2058,22000000,Drama,44113,en,Stone,12.445176,"[{""name"": ""Stone Productions"", ""id"": 6572}, {""name"": ""Mimran Schur Pictures"", ""id"": 6573}]",2010-10-07,9479718,105.0,Released,Stone,5.2,Frances Conroy Robert De Niro Edward Norton Milla Jovovich Enver Gjokaj,John Curran
2060,22000000,Thriller Drama Crime,164457,en,Out of the Furnace,29.230298,"[{""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Energy Entertainment"", ""id"": 18617}, {""name"": ""Red Granite Pictures"", ""id"": 19177}]",2013-12-06,15400000,116.0,Released,Out of the Furnace,6.5,Christian Bale Zoe Saldana Woody Harrelson Sam Shepard Willem Dafoe,Scott Cooper
2061,25000000,Drama Mystery Crime,4566,en,Michael Clayton,18.961323,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Mirage Enterprises"", ""id"": 932}, {""name"": ""Section Eight Productions"", ""id"": 14315}]",2007-09-28,92991835,119.0,Released,Michael Clayton,6.5,George Clooney Tom Wilkinson Tilda Swinton Sydney Pollack Michael O'Keefe,Tony Gilroy
2063,21500000,Drama Thriller Mystery,1073,en,Arlington Road,12.819447,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Arlington Road Productions Corporation"", ""id"": 22512}, {""name"": ""Gorai / Samuelson Productions"", ""id"": 22513}, {""name"": ""Samuelson Productions"", ""id"": 22514}]",1999-03-19,0,117.0,Released,Arlington Road,7.0,Jeff Bridges Tim Robbins Joan Cusack Hope Davis Robert Gossett,Mark Pellington
2064,22000000,Animation Adventure Romance,153158,es,Metegol,14.866351000000002,"[{""name"": ""100 Bares"", ""id"": 5517}, {""name"": ""Ministerio de Cultura"", ""id"": 11408}, {""name"": ""Instituto de Cr\u00e9dito Oficial (ICO)"", ""id"": 11427}, {""name"": ""Televisi\u00f3n Federal (Telefe)"", ""id"": 21915}, {""name"": ""369 Productions"", ""id"": 22128}, {""name"": ""Catmandu Branded Entertainment"", ""id"": 22130}, {""name"": ""JEMPSA"", ""id"": 22133}, {""name"": ""Plural - Jempsa"", ""id"": 22134}, {""name"": ""Prana Animation Studios"", ""id"": 22135}]",2013-07-18,24000000,106.0,Released,Underdogs,6.0,Juan Jos\u00e9 Campanella Diego Ramos Pablo Rago Axel Kuschevatzky David Masajnik,Juan Jos\u00e9 Campanella
2065,17000000,Romance Comedy,81836,en,To Rome with Love,15.013386,"[{""name"": ""Gravier Productions"", ""id"": 1824}, {""name"": ""Medusa Film"", ""id"": 6246}, {""name"": ""Mediapro"", ""id"": 12010}, {""name"": ""Perdido Productions"", ""id"": 12966}]",2012-04-20,73244881,111.0,Released,To Rome with Love,5.6,Ellen Page Woody Allen Jesse Eisenberg Pen\u00e9lope Cruz Alec Baldwin,Woody Allen
2066,18000000,Science Fiction Action Adventure Thriller,10724,en,Firefox,8.700565,"[{""name"": ""Malpaso Productions"", ""id"": 171}]",1982-06-13,70687344,136.0,Released,Firefox,5.5,Clint Eastwood Freddie Jones David Huffman Warren Clarke Ronald Lacey,Clint Eastwood
2067,21000000,Animation Comedy Music,9473,en,"South Park: Bigger, Longer & Uncut",27.197799,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Scott Rudin Productions"", ""id"": 258}, {""name"": ""Comedy Central"", ""id"": 1538}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Comedy Central Films"", ""id"": 7480}, {""name"": ""Comedy Partners"", ""id"": 45852}]",1999-06-30,0,81.0,Released,"South Park: Bigger, Longer & Uncut",7.1,Trey Parker Matt Stone Mary Kay Bergman Isaac Hayes George Clooney,Trey Parker
2068,9000000,Comedy Drama,2196,en,Death at a Funeral,20.410354,"[{""name"": ""Sidney Kimmel Entertainment"", ""id"": 737}, {""name"": ""Parabolic Pictures"", ""id"": 1012}, {""name"": ""Stable Way Entertainment"", ""id"": 1013}, {""name"": ""Target Media Entertainment"", ""id"": 1014}, {""name"": ""VIP 2 Medienfonds"", ""id"": 3801}, {""name"": ""VIP 1 Medienfonds"", ""id"": 10760}]",2007-02-09,46,90.0,Released,Death at a Funeral,6.9,Matthew Macfadyen Keeley Hawes Andy Nyman Ewen Bremner Daisy Donovan,Frank Oz
2069,21000000,Action Adventure Comedy Family Fantasy,1499,en,Teenage Mutant Ninja Turtles III,10.207065,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Golden Harvest Pictures"", ""id"": 969}, {""name"": ""Clearwater Holdings Limited"", ""id"": 53677}]",1993-03-17,42000000,96.0,Released,Teenage Mutant Ninja Turtles III,5.1,Paige Turco Stuart Wilson Sab Shimono Vivian Wu Mark Caso,Stuart Gillard
2070,32000000,Comedy Romance,20857,en,Hardball,5.683281,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""GHS Productions KG"", ""id"": 3858}, {""name"": ""Munich Film Partners & Company (MFP) GHS Productions"", ""id"": 3859}, {""name"": ""Nides/McCormick Productions"", ""id"": 3860}]",2001-09-14,40222729,106.0,Released,Hardball,6.3,Keanu Reeves Diane Lane Michael B. Jordan D. B. Sweeney John Hawkes,Brian Robbins
2071,21000000,Drama Comedy Romance,82693,en,Silver Linings Playbook,63.599973,"[{""name"": ""The Weinstein Company"", ""id"": 308}]",2012-09-08,205738714,122.0,Released,Silver Linings Playbook,6.9,Bradley Cooper Jennifer Lawrence Robert De Niro Jacki Weaver Chris Tucker,David O. Russell
